StockCode,Description,PurchaseCount,TotalQuantity,AverageQuantity,TotalRevenue,AverageRevenue,UniqueCustomers,TotalQuantity_Normalized,TotalRevenue_Normalized,PurchaseCount_Normalized,PopularityScore,PopularityRank
35921,EASTER BUNNY HANGING GARLAND,28,153,5.46,191.25,6.83,24,0.028372661464698693,0.4160416053153793,0.0052376333656644035,0.1499,834
35922,EASTER BUNNY WREATH,22,72,3.27,342.4,15.56,20,0.027611168562564632,0.4163798906627738,0.004073714839961203,0.1494,839
35923,CANDY HEART HANGING DECORATION,70,1449,20.7,862.57,12.32,51,0.04055654789884366,0.4175440712063016,0.01338506304558681,0.1572,761
35924,HANGING FAIRY CAKE DECORATION,115,1798,15.63,3206.72,27.88,65,0.043837548180878066,0.4227904595430196,0.022114451988360814,0.1629,704
35930,PINK HEART CHRISTMAS DECORATION,1,1,1.0,0.38,0.38,1,0.02694368712982984,0.41561442354722056,0.0,0.1475,858
35931,PINK STAR CHRISTMAS DECORATION,15,156,10.4,78.12,5.21,14,0.028400864905518474,0.4157884116577495,0.0027158098933074684,0.149,843
35932,PINK CHRISTMAS TREE DECORATION,10,37,3.7,15.63,1.56,10,0.0272821284196672,0.4156485542223629,0.0017458777885548012,0.1482,851
35933,PINK STOCKING CHRISTMAS DECORATION,23,312,13.57,118.56,5.15,20,0.029867443828147034,0.41587891949399586,0.004267701260911736,0.15,833
35936,CERISE+GOLD CHRISTMAS TREE DEC,9,36,4.0,13.68,1.52,8,0.02727272727272727,0.4156441899720988,0.0015518913676042677,0.1482,851
35937,CERISE+GOLD CHRISTMAS STOCKING DEC,17,188,11.06,71.44,4.2,16,0.028701701607596126,0.41577346130299864,0.0031037827352085354,0.1492,841
35945,GOLD CHRISTMAS STOCKING DECORATION,1,1,1.0,1.95,1.95,1,0.02694368712982984,0.4156179373282024,0.0,0.1475,858
35950,FOLKART HEART CHRISTMAS DECORATIONS,1,1,1.0,1.25,1.25,1,0.02694368712982984,0.41561637067426144,0.0,0.1475,858
35951,FOLKART BAUBLE CHRISTMAS DECORATION,40,1339,33.48,671.51,16.79,35,0.03952242173545172,0.41711646420350174,0.007565470417070805,0.1547,786
35953,FOLKART STAR CHRISTMAS DECORATIONS,110,3276,29.78,1606.16,14.6,98,0.057732443358089684,0.4192082829262428,0.02114451988360815,0.166,673
35954,SMALL FOLKART STAR CHRISTMAS DEC,67,1975,29.48,621.81,9.28,58,0.045501551189245086,0.41700523177369353,0.012803103782735208,0.1584,749
35955,SMALL FOLKART CHRISTMAS TREE DEC,5,135,27.0,34.62,6.92,4,0.028203440819780014,0.41569105530570405,0.0007759456838021338,0.1482,851
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,64,3213,50.2,786.42,12.29,52,0.057140171100874305,0.4173736416382957,0.012221144519883608,0.1622,711
35958,FOLKART ZINC STAR CHRISTMAS DEC,70,1100,15.71,935.0,13.36,58,0.03727554761680925,0.41770617512764985,0.01338506304558681,0.1561,772
35961,FOLKART ZINC HEART CHRISTMAS DEC,407,10650,26.17,8228.82,20.22,262,0.12705650089310896,0.43403030633858786,0.07875848690591658,0.2133,302
35962,12 ASS ZINC CHRISTMAS DECORATIONS,65,519,7.98,1089.9,16.77,53,0.03181348124471185,0.4180528532640138,0.012415130940834141,0.1541,792
35963,FOLKART ZINC CLIP ON ANGEL WINGS,13,101,7.77,38.38,2.95,10,0.027883801823822506,0.4156994704754441,0.0023278370514064014,0.1486,847
35964,FOLKART CLIP ON STARS,58,1005,17.33,487.53,8.41,50,0.03638243865751622,0.41670470278627614,0.011057225994180407,0.1547,786
35965,FOLKART HEART NAPKIN RINGS,83,351,4.23,694.41,8.37,62,0.030234088558804176,0.4171677161681417,0.015906886517943745,0.1544,789
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,20,244,12.2,92.72,4.64,20,0.02922816583623202,0.4158210875828038,0.0036857419980601356,0.1496,837
35967,FOLK ART METAL STAR T-LIGHT HOLDER,60,785,13.08,309.7,5.16,50,0.03431418633073235,0.4163067055429604,0.011445198836081475,0.154,793
35968,FOLK ART METAL HEART T-LIGHT HOLDER,61,676,11.08,254.54,4.17,50,0.033289461314280344,0.41618325321241273,0.011639185257032008,0.1537,796
35969,FOLKART CROWN TABLE DECORATIONS,40,450,11.25,376.74,9.42,36,0.031164802105856915,0.4164567462289632,0.007565470417070805,0.1517,816
35970,ZINC FOLKART SLEIGH BELLS,565,7777,13.76,12683.41,22.45,416,0.10004700573469963,0.44400002202267824,0.10940834141610087,0.2178,281
35971,ROSE FOLKART HEART DECORATIONS,131,1819,13.89,1612.2,12.31,91,0.044034972266616526,0.4192218009116762,0.02521823472356935,0.1628,705
35972,DAISY FOLKART HEART DECORATION,52,389,7.48,486.25,9.35,43,0.030591332142521386,0.4167018380476412,0.009893307468477207,0.1524,809
35973,GERANIUM FOLKART HEART DECORATION,16,47,2.94,58.75,3.67,11,0.027376139889066467,0.4157450601051261,0.002909796314258002,0.1487,846
35974,S/6 CHRISTMAS TREE PLACE SETTING,1,1,1.0,3.75,3.75,1,0.02694368712982984,0.41562196586690775,0.0,0.1475,858
35976B,WHITE SCANDINAVIAN HEART CHRISTMAS,2,-11,-5.5,-13.75,-6.88,2,0.02683087336655072,0.4155827995183837,0.00019398642095053346,0.1475,858
35979,SIX STRING SCANDINAVIAN HEART DECS,22,71,3.23,209.45,9.52,20,0.027601767415624708,0.4160823383178443,0.004073714839961203,0.1493,840
35980B,RED TOP SCANDINAVIAN HEART ,2,4,2.0,1.52,0.76,2,0.02697189057064962,0.4156169749550672,0.00019398642095053346,0.1476,857
35980C,REDWHITE STRIPE SCANDINAVIAN HEART ,29,331,11.41,125.78,4.34,28,0.03004606562000564,0.41589507841035833,0.005431619786614937,0.1505,828
35981C,WHITE SNOW SCANDINAVIAN STOCKING ,65,563,8.66,266.14,4.09,55,0.03222713171006863,0.41620921490629154,0.012415130940834141,0.1536,797
35991,SET/6 BLACK SNOWFLAKE T-LIGHTS ,49,387,7.9,201.91,4.12,43,0.030572529848641533,0.4160654632168231,0.009311348205625606,0.152,813
35995,SET/6 BLACK GLITTER REINDEER CANDLE,4,4,1.0,3.36,0.84,4,0.02697189057064962,0.41562109301685485,0.0005819592628516004,0.1477,856
35999,S/6 SCANDINAVIAN HEART T-LIGHT,1,1,1.0,2.55,2.55,1,0.02694368712982984,0.4156192801744375,0.0,0.1475,858
37112,YELLOW BIRDS FELT DES FOODCOVER,5,9,1.8,33.75,6.75,4,0.027018896305349253,0.41568910817866317,0.0007759456838021338,0.1478,855
37326,FAIRY DESIGN MUGS,1,1,1.0,1.25,1.25,1,0.02694368712982984,0.41561637067426144,0.0,0.1475,858
37327,ASSTD MULTICOLOUR CIRCLES MUG,56,1531,27.34,758.03,13.54,42,0.04132744194791765,0.4173101026306044,0.01066925315227934,0.1564,769
37330,SPOTS MUG,25,492,19.68,849.54,33.98,19,0.03155965027733384,0.41751490906222916,0.004655674102812803,0.1512,821
37333,"RETRO ""TEA FOR ONE"" ",34,120,3.53,545.4,16.04,26,0.028062423615681113,0.41683422030565237,0.006401551891367604,0.1504,829
37340,MULTICOLOUR SPRING FLOWER MUG,100,8087,80.87,2038.09,20.38,79,0.1029613612860769,0.42017497555012717,0.019204655674102813,0.1808,535
37342,SPOTTY COFFEE CUP & SAUCER,75,1415,18.87,1202.81,16.04,56,0.04023690890288615,0.41830555454469076,0.014354995150339476,0.1576,757
37343,SPOTS DESIGN MUG W PINK INSIDE,73,962,13.18,1392.3,19.07,55,0.03597818933909937,0.41872964776650873,0.01396702230843841,0.1562,771
37345,ASSTD HEARTS DESIGN MUGS,6,318,53.0,536.1,89.35,5,0.029923850709786592,0.4168134061890082,0.0009699321047526673,0.1492,841
37348,SET OF 4 PASTEL STACKING MUGS,7,12,1.71,30.6,4.37,5,0.027047099746169034,0.41568205823592885,0.0011639185257032007,0.148,853
37351,ORANGE FLOWER MUG ,7,5395,770.71,571.71,81.67,7,0.0776534737237943,0.4168931041130619,0.0011639185257032007,0.1652,681
37352,BIRD IN TREE MUG ,8,4643,580.38,504.55,63.07,6,0.07058381122496944,0.416742794857812,0.0013579049466537342,0.1629,704
37370,RETRO COFFEE MUGS ASSORTED,367,6901,18.8,7840.08,21.36,184,0.09181160101532387,0.4331602762628607,0.07099903006789525,0.1987,390
37379A,PINK CHERRY BLOSSOM CUP & SAUCER,6,29,4.83,36.25,6.04,5,0.027206919244147785,0.4156947033713095,0.0009699321047526673,0.148,853
37379B,BLUE CHERRY BLOSSOM CUP & SAUCER,3,1122,374.0,181.5,60.5,3,0.03748237284948764,0.41601978406405876,0.0003879728419010669,0.1513,820
37399,"ASS RETROSPOOF MUGS,SPORTS",6,143,23.83,75.0,12.5,6,0.028278649995299426,0.41578142885732694,0.0009699321047526673,0.1483,850
37408,ASSORTED DESIGN GEISHA GIRL MUGS,1,5,5.0,6.25,6.25,1,0.026981291717589544,0.415627561059554,0.0,0.1475,858
37409,ASSORTED DESIGN FLOWER MUGS,3,7,2.33,5.95,1.98,3,0.0270000940114694,0.41562688963643646,0.0003879728419010669,0.1477,856
37410,BLACK AND WHITE PAISLEY FLOWER MUG,19,25679,1351.53,3012.07,158.53,13,0.2683463382532669,0.42235481784357964,0.0034917555771096023,0.2314,218
37413,ICON MUG REVOLUTIONARY,81,701,8.65,283.71,3.5,52,0.03352448998777851,0.41624853792020955,0.015518913676042677,0.1551,782
37422,WHITE WITH BLACK CATS BOWL,27,344,12.74,141.68,5.25,14,0.030168280530224686,0.4159306638355887,0.00504364694471387,0.1504,829
37423,WHITE WITH BLACK CATS PLATE,26,3139,120.73,421.03,16.19,17,0.056444486227319735,0.4165558706618849,0.004849660523763337,0.1593,740
37424,WHITE WITH BLACK CATS MUG,48,3041,63.35,700.85,14.6,28,0.055523173827206916,0.4171821293843986,0.009117361784675072,0.1606,727
37432,MUG PINK AND PURPLE ARABIC DESIGN,1,6,6.0,3.9,3.9,1,0.026990692864529472,0.41562230157846647,0.0,0.1475,858
37438,FUNKY FLOWER COFFEE POT,1,1,1.0,3.75,3.75,1,0.02694368712982984,0.41562196586690775,0.0,0.1475,858
37441,ASSORTED WHITE EMBOSSED CHINA MUGS,40,673,16.82,1305.3,32.63,31,0.03326125787346056,0.4185349350624179,0.007565470417070805,0.1531,802
37444A,YELLOW BREAKFAST CUP AND SAUCER,28,1375,49.11,260.17,9.29,17,0.03986086302528909,0.41619585358625216,0.0052376333656644035,0.1538,795
37444B,BLUE BREAKFAST CUP AND SAUCER ,18,1012,56.22,210.52,11.7,14,0.036448246686095705,0.41608473306029686,0.003297769156159069,0.1519,814
37444C,PINK BREAKFAST CUP AND SAUCER ,18,828,46.0,241.64,13.42,14,0.0347184356491492,0.4161543820183579,0.003297769156159069,0.1514,819
37446,MINI CAKE STAND WITH HANGING CAKES,342,3402,9.95,4555.7,13.32,168,0.05891698787252045,0.4258095807334152,0.0661493695441319,0.1836,510
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,295,2617,8.87,3767.81,12.77,143,0.05153708752467801,0.4240462221997818,0.05703200775945684,0.1775,561
37448,CERAMIC CAKE DESIGN SPOTTED MUG,475,4328,9.11,6210.16,13.07,198,0.06762244993889255,0.4295123897036459,0.09194956353055286,0.1964,405
37449,CERAMIC CAKE STAND + HANGING CAKES,482,2022,4.2,17970.43,37.28,211,0.04594340509542164,0.45583278019258827,0.0933074684772066,0.1984,392
37450,CERAMIC CAKE BOWL + HANGING CAKES,347,2265,6.53,6205.35,17.88,139,0.04822788380182382,0.42950162455299445,0.06711930164888458,0.1816,527
37451,CERAMIC CAKE TEAPOT WITH CHERRY,3,-1,-0.33,-3.55,-1.18,3,0.026924884835949986,0.4156056279043806,0.0003879728419010669,0.1476,857
37461,FUNKY MONKEY MUG,68,709,10.43,696.65,10.24,35,0.03359969916329792,0.4171727294607528,0.012997090203685741,0.1546,787
37462B,"PET MUG, BUDGIE",6,118,19.67,49.56,8.26,4,0.02804362132180126,0.4157244921769583,0.0009699321047526673,0.1482,851
37462E,"PET MUG, GOLDFISH",9,81,9.0,28.27,3.14,9,0.02769577888502397,0.4156768435163825,0.0015518913676042677,0.1483,850
37464,ROBOT MUG IN DISPLAY BOX,47,275,5.85,330.07,7.02,45,0.02951960139136975,0.4163522951726424,0.008923375363724539,0.1516,817
37467,PIG MUG IN TWO COLOUR DESIGNS,28,212,7.57,131.44,4.69,28,0.028927329134154366,0.41590774592650953,0.0052376333656644035,0.15,833
37468,HARDMAN MUG 3 ASSORTED,12,63,5.25,24.57,2.05,11,0.027526558240105293,0.415668562631266,0.002133850630455868,0.1484,849
37471,MULTICOLOUR DOTS PLATE,5,700,140.0,82.0,16.4,4,0.033515088840838585,0.41579709539673654,0.0007759456838021338,0.15,833
37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,40,58,1.45,559.58,13.99,33,0.02747955250540566,0.4168659562383421,0.007565470417070805,0.1506,827
37475,SET/4 COLOURFUL MIXING BOWLS,51,94,1.84,891.5,17.48,45,0.02781799379524302,0.4176088187756044,0.009699321047526674,0.1517,816
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,27,44,1.63,420.28,15.57,22,0.027347936448246686,0.416554192104091,0.00504364694471387,0.1496,837
37477B,"FLOWER FAIRY MUG+COASTER,LAVENDER",10,10,1.0,37.5,3.75,6,0.027028297452289178,0.4156975009676326,0.0017458777885548012,0.1482,851
37477C,"FLOWER FAIRY MUG+COASTER,ROSE",1,6,6.0,22.5,22.5,1,0.026990692864529472,0.4156639298117549,0.0,0.1476,857
37479B,CUBIC MUG FLOCK BLUE ON BROWN,24,1240,51.67,1011.48,42.14,20,0.038591708188398986,0.4178773432610851,0.0044616876818622695,0.1536,797
37479P,CUBIC MUG FLOCK PINK ON BROWN,23,125,5.43,70.35,3.06,17,0.028109429350380747,0.4157710217990048,0.004267701260911736,0.1494,839
37481,CUBIC MUG TEATIME CAKES,1,6,6.0,15.3,15.3,1,0.026990692864529472,0.41564781565693354,0.0,0.1475,858
37482B,CUBIC MUG BLUE POLKA DOT,7,1249,178.43,1093.95,156.28,5,0.03867631851085832,0.41806191747610083,0.0011639185257032007,0.1526,807
37482P,CUBIC MUG PINK POLKA DOT,62,636,10.26,621.72,10.03,50,0.032913415436683274,0.41700503034675823,0.011833171677982542,0.1539,794
37483,ENGLISH ROSE MUG IN GIFT BOX,13,142,10.92,230.34,17.72,11,0.0282692488483595,0.41612909174759666,0.0023278370514064014,0.1489,844
37484,ENGLISH ROSE TEA FOR ONE GIFT BOX,1,1,1.0,6.75,6.75,1,0.02694368712982984,0.4156286800980833,0.0,0.1475,858
37485,ENGLISH ROSE TEA SET IN GIFT BOX,16,49,3.06,207.69,12.98,10,0.02739494218294632,0.4160783993022213,0.002909796314258002,0.1488,845
37487B,YELLOW/ORANGE FLOWER DESIGN PLATE,2,68,34.0,19.72,9.86,2,0.027573563974804927,0.4156577079575322,0.00019398642095053346,0.1478,855
37488A,YELLOW PINK FLOWER DESIGN BIG BOWL,6,30,5.0,16.82,2.8,5,0.027216320391087713,0.41565121753406253,0.0009699321047526673,0.1479,854
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,22,43,1.95,33.93,1.54,21,0.027338535301306758,0.4156895110325337,0.004073714839961203,0.149,843
37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,17,38,2.24,30.42,1.79,17,0.027291529566607128,0.41568165538205837,0.0031037827352085354,0.1487,846
37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,10,25,2.5,17.55,1.76,10,0.02716931465638808,0.4156528513303152,0.0017458777885548012,0.1482,851
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,21,46,2.19,28.86,1.37,20,0.02736673874212654,0.415678163981847,0.0038797284190106693,0.149,843
37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,5,7,1.4,11.55,2.31,5,0.0270000940114694,0.4156394228679641,0.0007759456838021338,0.1478,855
37491B,BLUE/YELLOW CERAMIC CANDLE HOLDER,5,10,2.0,16.5,3.3,5,0.027028297452289178,0.4156505013494038,0.0007759456838021338,0.1478,855
37491C,GREEN/BLUE CERAMIC CANDLE HOLDER,7,16,2.29,26.4,3.77,7,0.02708470433392874,0.41567265831228306,0.0011639185257032007,0.148,853
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,5,14,2.8,23.1,4.62,5,0.027065902040048887,0.41566527265799,0.0007759456838021338,0.1478,855
37492A,YELLOW RED FLOWER PIGGY BANK,11,106,9.64,201.9,18.35,7,0.02793080755852214,0.41606544083605246,0.0019398642095053346,0.1486,847
37492B,BLUE YELLOW FLOWER PIGGY BANK,49,470,9.59,889.5,18.15,33,0.03135282504465545,0.4176043426214874,0.009311348205625606,0.1528,805
37492C,GREEN BLUE FLOWER PIGGY BANK,25,240,9.6,468.0,18.72,19,0.029190561248472312,0.4166609931413233,0.004655674102812803,0.1502,831
37492D,PURPLE GREEN FLOWER PIGGY BANK,25,351,14.04,651.15,26.05,18,0.030234088558804176,0.4170708969545903,0.004655674102812803,0.1507,826
37494A,FAIRY CAKE CERAMIC BUTTER DISH,28,187,6.68,508.45,18.16,18,0.0286923004606562,0.41675152335834026,0.0052376333656644035,0.1502,831
37495,FAIRY CAKE BIRTHDAY CANDLE SET,322,1358,4.22,4843.8,15.04,208,0.03970104352731033,0.4264543707339733,0.06226964112512124,0.1761,574
37500,TEA TIME TEAPOT IN GIFT BOX,224,812,3.62,6026.7,26.9,147,0.03456801729811037,0.4291017920864908,0.04325897187196896,0.169,643
37501,TEA TIME TEA SET IN GIFT BOX,154,421,2.73,2901.95,18.84,106,0.03089216884459904,0.422108360797896,0.02967992240543162,0.1609,724
37502,TEA TIME MUG IN GIFT BOX,151,805,5.33,2297.95,15.22,97,0.03450220926953088,0.4207565622545529,0.029097963142580018,0.1615,718
37503,TEA TIME CAKE STAND IN GIFT BOX,477,2333,4.89,23269.35,48.78,257,0.04886716179373884,0.4676921714794947,0.09233753637245393,0.203,363
37506,NEW ENGLAND MILK JUG W GIFT BOX,22,28,1.27,166.6,7.57,21,0.02719751809720786,0.4159864367158869,0.004073714839961203,0.1491,842
37508,NEW ENGLAND CERAMIC CAKE SERVER,44,87,1.98,221.85,5.04,35,0.027752185766663533,0.4161100904733699,0.00834141610087294,0.1507,826
37509,NEW ENGLAND MUG W GIFT BOX,15,27,1.8,68.85,4.59,15,0.027188116950267932,0.4157676646834171,0.0027158098933074684,0.1486,847
40001, WHITE BAMBOO RIBS LAMPSHADE,84,2107,25.08,1530.76,18.22,39,0.046742502585315406,0.41903953191603077,0.016100872938894277,0.1606,727
40002,WHITE BAMBOO RIBS LAMPSHADE,2,72,36.0,61.2,30.6,1,0.027611168562564632,0.4157505433939194,0.00019398642095053346,0.1479,854
40003,WHITE BAMBOO RIBS LAMPSHADE,55,1111,20.2,1178.15,21.42,34,0.03737896023314844,0.41825036356442774,0.010475266731328807,0.1554,779
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,13,33,2.54,28.05,2.16,11,0.027244523831907494,0.41567635113942963,0.0023278370514064014,0.1484,849
40016,CHINESE DRAGON PAPER LANTERNS,197,15301,77.67,4961.12,25.18,133,0.1707812353107079,0.4267169419344783,0.038021338506304556,0.2118,310
40018E,TEA TIME PAPER LANTERNS,48,334,6.96,630.5,13.14,37,0.030074269060825422,0.41702468066333204,0.009117361784675072,0.1521,812
40018F,CHERRY DESIGN PAPERLANTERNS,101,1052,10.42,1977.04,19.57,69,0.03682429256369277,0.42003834094570486,0.019398642095053348,0.1588,745
40046A,RED DAISY PAPER LAMPSHADE,34,321,9.44,387.57,11.4,26,0.029952054150606373,0.41648098460350697,0.006401551891367604,0.1509,824
40046C,PINK BUTTERFLY PAPER LAMPSHADE,3,3,1.0,3.75,1.25,3,0.02696248942370969,0.41562196586690775,0.0003879728419010669,0.1477,856
44089A,PINK GAUZE BUTTERFLY LAMPSHADE,12,39,3.25,16.38,1.36,11,0.027300930713547052,0.4156502327801568,0.002133850630455868,0.1484,849
44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,18,68,3.78,28.56,1.59,14,0.027573563974804927,0.4156774925587295,0.003297769156159069,0.1488,845
44091A,BLUE CRUSOE CHECK LAMPSHADE,6,18,3.0,7.56,1.26,6,0.027103506627808593,0.41563049294050064,0.0009699321047526673,0.1479,854
44091C,MULTICOLOUR CRUSOE CHECK LAMPSHADE,10,48,4.8,20.16,2.02,10,0.02738554103600639,0.41565869271143796,0.0017458777885548012,0.1483,850
44092B,BLUE WHITE PLASTIC RINGS LAMPSHADE,6,15,2.5,12.75,2.12,4,0.027075303186988812,0.4156421085604344,0.0009699321047526673,0.1479,854
44092C,PURPLE/COPPER HANGING LAMPSHADE,8,21,2.62,17.85,2.23,6,0.027131710068628374,0.4156535227534328,0.0013579049466537342,0.148,853
44217M,MULTICOLOUR FEATHERS CURTAIN,5,0,0.0,0.0,0.0,1,0.026934285982889914,0.4156135730779383,0.0007759456838021338,0.1478,855
44228,CANNABIS LEAF BEAD CURTAIN,3,48,16.0,40.8,13.6,3,0.02738554103600639,0.4157048866219257,0.0003879728419010669,0.1478,855
44230,SQUARE MIRROR CURTAIN,48,197,4.1,1356.27,28.26,25,0.028786311930055465,0.41864900985009046,0.009117361784675072,0.1522,811
44234,ASSORTED CIRCULAR MOBILE,45,1154,25.64,221.46,4.92,28,0.03778320955156529,0.41610921762331704,0.008535402521823473,0.1541,792
44235,ASS COL CIRCLE MOBILE ,24,816,34.0,303.84,12.66,16,0.034605621885870075,0.41629359041139746,0.0044616876818622695,0.1518,815
44236,PINK/PURPLE CIRCLE CURTAIN,13,64,4.92,112.32,8.64,9,0.02753595938704522,0.4158649538931507,0.0023278370514064014,0.1486,847
44241C,BLUE BUTTERFLY ON SPRING,7,68,9.71,57.8,8.26,7,0.027573563974804927,0.4157429339319204,0.0011639185257032007,0.1482,851
44242A,LILAC FEATHERS CURTAIN,2,14,7.0,11.98,5.99,2,0.027065902040048887,0.4156403852410993,0.00019398642095053346,0.1476,857
44242B,PINK FEATHERS CURTAIN,8,106,13.25,117.78,14.72,8,0.02793080755852214,0.41587717379389016,0.0013579049466537342,0.1484,849
44265,M/COLOUR POM-POM CURTAIN,4,8,2.0,34.0,8.5,4,0.027009495158409325,0.4156896676979278,0.0005819592628516004,0.1478,855
45008C,DECORATIVE NET CANOPY CREAM,20,68,3.4,541.6,27.08,16,0.027573563974804927,0.41682571561283005,0.0036857419980601356,0.1494,839
45013,FOLDING SHOE TIDY,8,48,6.0,132.0,16.5,8,0.02738554103600639,0.4159089992496623,0.0013579049466537342,0.1482,851
45014,FOLDING SHIRT TIDY,1,1,1.0,4.65,4.65,1,0.02694368712982984,0.4156239801362604,0.0,0.1475,858
45016,DECORATIVE NET CANOPY LEOPARD,9,73,8.11,248.75,27.64,8,0.02762056970950456,0.4161702947462439,0.0015518913676042677,0.1484,849
46000M,POLYESTER FILLER PAD 45x45cm,345,2464,7.14,3819.2,11.07,205,0.05009871204286923,0.4241612369798189,0.06673132880698351,0.1803,540
46000P,POLYESTER FILLER PAD 65CMx65CM,49,209,4.27,888.25,18.13,37,0.028899125693334585,0.4176015450251643,0.009311348205625606,0.1519,814
46000R,POLYESTER FILLER PAD 45x30cm,59,239,4.05,346.55,5.87,42,0.029181160101532388,0.41638917868256664,0.01125121241513094,0.1523,810
46000S,POLYESTER FILLER PAD 40x40cm,374,3381,9.04,4902.45,13.11,240,0.05871956378678199,0.4265856339534553,0.07235693501454898,0.1859,488
46000U,POLYESTER FILLER PAD 30CMx30CM,51,251,4.92,313.75,6.15,39,0.029293973864811508,0.41631576975504736,0.009699321047526674,0.1518,815
46037A,PINK CANVAS DES CUSHION COVER ,2,6,3.0,7.5,3.75,2,0.026990692864529472,0.41563035865587716,0.00019398642095053346,0.1476,857
46115B,GREEN POP ART MAO CUSHION COVER ,22,286,13.0,54.34,2.47,19,0.02962301400770894,0.415735190185298,0.004073714839961203,0.1498,835
46118,FUNKY MONKEY CUSHION COVER,36,324,9.0,275.4,7.65,23,0.029980257591426154,0.4162299394998533,0.006789524733268671,0.151,823
46126A,ELVIS WALLHANGING / CURTAIN,34,297,8.74,371.25,10.92,23,0.029726426624048133,0.416444459185912,0.006401551891367604,0.1509,824
46137D,GREEN CHENILLE SHAGGY RUG,3,43,14.33,126.85,42.28,2,0.027338535301306758,0.41589747315281095,0.0003879728419010669,0.1479,854
46138B,BLUE CHENILLE SHAGGY CUSHION COVER ,21,46,2.19,63.3,3.01,12,0.02736673874212654,0.41575524335574227,0.0038797284190106693,0.149,843
46138D,GREEN CHENILLE SHAGGY C/COVER,1,1,1.0,1.95,1.95,1,0.02694368712982984,0.4156179373282024,0.0,0.1475,858
46307,ROSES BLUE BASE CUSHION COVER ,4,12,3.0,19.8,4.95,4,0.027047099746169034,0.4156578870036969,0.0005819592628516004,0.1478,855
46775A,BUBBLE GUM CHUNKY KNITTED THROW ,5,4,0.8,67.8,13.56,4,0.02697189057064962,0.4157653147025056,0.0007759456838021338,0.1478,855
46775B,BERRIES CHUNKY KNITTED THROW ,4,5,1.25,84.75,21.19,3,0.026981291717589544,0.41580325010864744,0.0005819592628516004,0.1478,855
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,33,51,1.55,864.45,26.2,28,0.027413744476826173,0.4175482787911716,0.006207565470417071,0.1504,829
46775E,CANDY POP CHUNKY KNITTED THROW ,10,15,1.5,254.25,25.42,8,0.027075303186988812,0.41618260417006575,0.0017458777885548012,0.1483,850
46776A,WOVEN BUBBLE GUM CUSHION COVER,20,190,9.5,363.3,18.16,19,0.02872050390147598,0.4164266664732968,0.0036857419980601356,0.1496,837
46776B,WOVEN BERRIES CUSHION COVER ,20,194,9.7,383.1,19.16,16,0.028758108489235688,0.4164709803990554,0.0036857419980601356,0.1496,837
46776C,WOVEN FROST CUSHION COVER,18,102,5.67,238.5,13.25,14,0.027893202970762435,0.4161473544563941,0.003297769156159069,0.1491,842
46776D,WOVEN SUNSET CUSHION COVER ,9,23,2.56,113.85,12.65,7,0.027150512362508226,0.41586837815105027,0.0015518913676042677,0.1482,851
46776E,WOVEN CANDY CUSHION COVER ,11,93,8.45,193.95,17.63,9,0.027808592648303092,0.4160476481234373,0.0019398642095053346,0.1486,847
46776F,WOVEN ROSE GARDEN CUSHION COVER ,17,172,10.12,363.0,21.35,13,0.0285512832565573,0.41642599505017924,0.0031037827352085354,0.1494,839
47013A,WINE BOTTLE DRESSING LT.BLUE,25,141,5.64,39.87,1.59,21,0.028259847701419573,0.41570280521026126,0.004655674102812803,0.1495,838
47013C,WINE BOTTLE DRESSING DARK BLUE,24,126,5.25,31.61,1.32,18,0.02811883049732067,0.41568431869375794,0.0044616876818622695,0.1494,839
47016,LIGHT DECORATION BATTERY OPERATED,5,31,6.2,65.1,13.02,4,0.027225721538027638,0.4157592718944476,0.0007759456838021338,0.1479,854
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,46,631,13.72,371.65,8.08,28,0.032866409701983644,0.4164453544167354,0.008729388942774006,0.1527,806
47310M,"SMALL POP BOX,FUNKY MONKEY",82,573,6.99,673.33,8.21,37,0.032321143179467896,0.41712053750374817,0.01571290009699321,0.1551,782
47341A,FUSCHIA TABLE RUN FLOWER ,7,29,4.14,46.25,6.61,7,0.027206919244147785,0.4157170841418946,0.0011639185257032007,0.148,853
47341B,BLUE TABLE RUN FLOWER,14,48,3.43,67.5,4.82,13,0.02738554103600639,0.41576464327938806,0.002521823472356935,0.1486,847
47343A,FUSCHIA FLOWER PURSE WITH BEADS,24,200,8.33,206.26,8.59,21,0.028814515370875246,0.41607519885202765,0.0044616876818622695,0.1498,835
