StockCode,Description,PopularityScore,PopularityRank,TotalQuantity,TotalRevenue,PurchaseCount
84826,ASSTD DESIGN 3D PAPER STICKERS,0.1566,767,1611,764.53,54
85231E,STRAWBERRY SCENTED SET/9 T-LIGHTS,0.1566,767,803,651.35,95
21009,ETCHED GLASS STAR TREE DECORATION,0.1565,768,870,1087.5,85
21709,FOLDING UMBRELLA  CHOC/WHITE  SPOT,0.1565,768,640,2597.41,79
21738,COSY SLIPPER SHOES SMALL  RED ,0.1565,768,381,1104.75,109
21795,SET OF 3 BLUE STRIPE BASKET,0.1565,768,435,3620.22,77
22783,SET 3 WICKER OVAL BASKETS W LIDS,0.1565,768,481,6277.17,44
22829,BROCANTE SHELF WITH HOOKS,0.1565,768,214,2068.4,106
35015,JACOBS LADDER SMALL,0.1565,768,2064,123.84,38
72800B,S/4 PURPLE DINNER CANDLE BLK FLOCK,0.1565,768,958,1150.18,81
84247L,FAWN AND MUSHROOM GREETING CARD,0.1565,768,1076,451.92,83
84821,DANISH ROSE DELUXE COASTER,0.1565,768,1294,712.3,69
85202,HANGING WOOD AND FELT HEART,0.1565,768,721,301.38,101
16169P,WRAP GREEN RUSSIAN FOLKART ,0.1564,769,1725,523.25,49
17165D,ASS COL LARGE SAND FROG P'WEIGHT,0.1564,769,710,676.02,96
20707,CRAZY DAISY HEART DECORATION,0.1564,769,1272,905.37,67
20866,BLUE ROSE FABRIC MIRROR,0.1564,769,843,845.09,88
22204,MILK PAN BLUE RETROSPOT,0.1564,769,399,1386.91,103
22248,DECORATION  PINK CHICK MAGIC GARDEN,0.1564,769,752,630.88,94
22256,FELT FARM ANIMAL CHICKEN,0.1564,769,834,1010.58,87
22258,FELT FARM ANIMAL RABBIT,0.1564,769,1058,932.02,76
22308,TEA COSY BLUE STRIPE,0.1564,769,489,1207.09,100
22777,GLASS CLOCHE LARGE,0.1564,769,416,3291.2,81
22782,SET 3 WICKER STORAGE BASKETS ,0.1564,769,254,3712.3,84
23085,ANTIQUE SILVER BAUBLE LAMP  ,0.1564,769,356,3308.95,83
23164,REGENCY CAKE SLICE,0.1564,769,563,2574.26,81
23341,PINK DINER WALL CLOCK,0.1564,769,281,2317.1,98
37327,ASSTD MULTICOLOUR CIRCLES MUG,0.1564,769,1531,758.03,56
75131,METAL TUBE CHIME ON BAMBOO,0.1564,769,1210,1526.26,62
85025C,PINK HEART SHAPE PHOTO FRAME,0.1564,769,640,1025.8,95
21043,APRON MODERN VINTAGE COTTON,0.1563,770,598,1502.1,90
21289,LARGE STRIPES CHOCOLATE GIFT BAG,0.1563,770,1235,1290.15,62
21656,RIDGED GLASS POSY VASE ,0.1563,770,819,1129.95,84
21942,SKULLS DESIGN FLANNEL,0.1563,770,1298,670.8,66
22538,MINI JIGSAW GO TO THE FAIR,0.1563,770,1409,580.74,62
20747,PICCADILLY TEA SET,0.1562,771,305,4157.15,73
21208,PASTEL COLOUR HONEYCOMB FAN,0.1562,771,939,692.25,82
21652,GLASS ETCHED T-LIGHT HOLDER MEDIUM,0.1562,771,846,1584.9,76
22788,BROCANTE COAT RACK,0.1562,771,452,3543.2,73
23542,70'S ALPHABET WALL ART,0.1562,771,478,3393.98,73
37343,SPOTS DESIGN MUG W PINK INSIDE,0.1562,771,962,1392.3,73
77101A,UNION FLAG WINDSOCK,0.1562,771,1052,1180.48,70
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,0.1562,771,838,482.34,89
85109,PINK BOUDOIR T-LIGHT HOLDER,0.1562,771,2331,331.11,19
16168M,FUNKY MONKEY GIFT BAG MEDIUM,0.1561,772,1578,425.16,53
20802,SMALL GLASS SUNDAE DISH CLEAR,0.1561,772,855,1116.27,79
21190,PINK HEARTS PAPER GARLAND,0.1561,772,679,1076.75,89
21285,RETRO SPOT CANDLE  MEDIUM,0.1561,772,926,1166.42,76
21884,CAKES AND BOWS GIFT  TAPE,0.1561,772,1232,457.36,68
22058,CERAMIC LOVE HEARTS DESIGN MUG,0.1561,772,495,737.55,102
22100,SKULLS SQUARE TISSUE BOX,0.1561,772,943,574.17,82
22317,FIVE CATS HANGING DECORATION,0.1561,772,450,1324.02,97
22857,ASSORTED EASTER GIFT TAGS,0.1561,772,1226,1004.66,62
23138,SINGLE WIRE HOOK IVORY HEART,0.1561,772,858,1184.5,78
35958,FOLKART ZINC STAR CHRISTMAS DEC,0.1561,772,1100,935.0,70
84968B,S/16 VINTAGE IVORY CUTLERY,0.1561,772,279,3458.25,81
85188A,GREEN METAL SWINGING BUNNY,0.1561,772,877,742.33,83
15058B,PINK WHITE SPOTS GARDEN PARASOL,0.156,773,292,1851.8,96
16156N,"WRAP, FRIENDSHIP ON GREEN",0.156,773,1450,609.0,55
21441,BLUE BIRDHOUSE DECORATION,0.156,773,855,540.21,84
21739,COSY SLIPPER SHOES SMALL GREEN,0.156,773,363,1061.64,102
22031,BOTANICAL LAVENDER BIRTHDAY CARD,0.156,773,951,404.13,81
22069, BROWN  PIRATE TREASURE CHEST ,0.156,773,639,917.73,91
22123,PING MICROWAVE APRON,0.156,773,533,1091.15,94
22511,DOORSTOP RUSSIAN DOLL RETROSPOT,0.156,773,387,976.85,102
22785,CUSHION COVER PINK UNION FLAG,0.156,773,359,1751.29,95
23220,REINDEER HEART DECORATION GOLD,0.156,773,929,774.43,78
23316,RED REFECTORY CLOCK ,0.156,773,234,2202.3,96
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",0.156,773,617,555.45,96
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,0.1559,774,1025,346.77,77
21286,RETRO SPOT CANDLE  LARGE,0.1559,774,950,1377.22,68
21538,DAIRY MAID  PUDDING BOWL,0.1559,774,1294,1852.5,46
21610,SET 12 PEAR BOTANICAL T-LIGHTS,0.1559,774,529,1493.35,88
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,0.1559,774,1541,741.13,48
22253,6 CROCHET STRAWBERRIES,0.1559,774,937,1096.39,72
22280,POCKET BAG PINK PAISELY BROWN SPOT,0.1559,774,579,943.03,91
22647,CERAMIC LOVE HEART MONEY BANK,0.1559,774,1018,831.7,72
22656,VINTAGE BLUE KITCHEN CABINET,0.1559,774,32,6921.5,49
22799,SWEETHEART WIRE FRUIT BOWL,0.1559,774,240,1844.6,97
22912,YELLOW COAT RACK PARIS FASHION,0.1559,774,290,1321.74,101
23327,HANGING CLEAR MINI BOTTLE,0.1559,774,1702,1007.3,37
23357,HOT WATER BOTTLE SEX BOMB,0.1559,774,432,1832.0,89
23502,PLAYING CARDS VINTAGE DOILEY ,0.1559,774,690,838.98,88
23556,LANDMARK FRAME COVENT GARDEN ,0.1559,774,434,4899.55,53
85222,ASSORTED COLOUR SILK COSMETIC PURSE,0.1559,774,1392,1532.65,45
85230G,ORANGE VOTIVE CANDLE,0.1559,774,1632,411.84,47
20653,CHERRY BLOSSOM LUGGAGE TAG,0.1558,775,1927,428.89,31
20730,STRAWBERRY CANDY BAG,0.1558,775,1648,510.5,43
21442,GREEN BIRDHOUSE DECORATION,0.1558,775,883,561.67,80
21473,SWEETHEART CREAM STEEL TABLE RECT,0.1558,775,145,2892.75,89
21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,0.1558,775,626,1491.35,82
21793,CLASSIC FRENCH STYLE BASKET BROWN,0.1558,775,344,1564.44,94
22701,PINK DOG BOWL,0.1558,775,536,911.78,92
23486,ANTIQUE HEART SHELF UNIT,0.1558,775,254,3679.5,74
23554,LANDMARK FRAME OXFORD STREET,0.1558,775,419,4730.65,54
72122,COFFEE SCENT PILLAR CANDLE,0.1558,775,531,504.45,97
72225C,LAVENDER SCENT CAKE CANDLE,0.1558,775,1829,440.17,36
82607A,GLASS BONBON JAR PARFUME AUX FLEURE,0.1558,775,550,662.23,95
84674,FLYING PIG WATERING CAN,0.1558,775,437,1073.15,96
85124C,GREEN JUICY FRUIT PHOTO FRAME,0.1558,775,391,964.65,99
20867,PINK ROSE FABRIC MIRROR,0.1557,776,844,791.72,77
21881,CUTE CATS TAPE,0.1557,776,1183,450.75,65
22390,PAPERWEIGHT CHILDHOOD MEMORIES,0.1557,776,795,1378.22,73
22860,EASTER TIN CHICKS PINK DAISY,0.1557,776,565,932.25,90
85006,SET 4 NURSERY DES ROUND BOXES,0.1557,776,1567,716.05,44
85129D,BEADED CRYSTAL HEART PINK SMALL,0.1557,776,654,849.1,86
85130D,BEADED CRYSTAL HEART PINK LARGE,0.1557,776,734,824.28,83
20801,LARGE PINK GLASS SUNDAE DISH,0.1556,777,870,821.86,75
20941,FROG CANDLE,0.1556,777,881,678.27,75
21410,COUNTRY COTTAGE  DOORSTOP GREEN,0.1556,777,258,1032.5,102
21654,RIDGED GLASS FINGER BOWL,0.1556,777,1129,696.21,63
23269,SET OF 2 CERAMIC CHRISTMAS TREES,0.1556,777,748,1065.4,77
35241,ENAMEL BLUE RIM BISCUIT BIN,0.1556,777,259,1221.85,100
21454,PAINTED PINK RABBIT ,0.1555,778,619,526.15,88
21518,BANK ACCOUNT  GREETING  CARD ,0.1555,778,1016,416.64,70
21637,ASSORTED SANSKRIT MINI NOTEBOOK,0.1555,778,1256,1515.28,46
21687,SILVER PLATE CANDLE BOWL LARGE,0.1555,778,445,1615.83,84
22928,YELLOW GIANT GARDEN THERMOMETER,0.1555,778,253,1547.47,95
23075,DOUBLE CERAMIC PARLOUR HOOK,0.1555,778,431,1769.45,83
23249,VINTAGE RED ENAMEL TRIM PLATE,0.1555,778,735,1186.99,75
23511,EMBROIDERED RIBBON REEL EMILY ,0.1555,778,519,1036.02,87
23555,LANDMARK FRAME NOTTING HILL ,0.1555,778,419,4730.65,49
35648,VINTAGE BEAD PINK PURSE ,0.1555,778,842,916.26,73
72801G,S/4 BURGUNDY WINE DINNER CANDLES,0.1555,778,1306,756.02,53
79302M,"ART LIGHTS,FUNK MONKEY",0.1555,778,588,1577.0,78
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,0.1555,778,582,1472.56,80
85159B,"WHITE TEA,COFFEE,SUGAR JARS",0.1555,778,599,1143.21,82
85189,HANGING BUTTERFLY  EGG,0.1555,778,1105,898.69,61
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,0.1554,779,447,1346.65,86
21424,WOODLAND STORAGE BOX LARGE ,0.1554,779,724,1587.64,70
21657,MILK BOTTLE WITH GLASS STOPPER ,0.1554,779,221,1499.95,95
21695,SMALL SILVER FLOWER CANDLE POT,0.1554,779,571,1674.85,76
22216,T-LIGHT HOLDER WHITE LACE,0.1554,779,1066,773.02,63
22346,PARTY PIZZA DISH GREEN+WHITE SPOT ,0.1554,779,1129,509.71,62
23347,I LOVE LONDON BEAKER,0.1554,779,793,957.25,74
40003,WHITE BAMBOO RIBS LAMPSHADE,0.1554,779,1111,1178.15,55
47422,ASSORTED MONKEY SUCTION CUP HOOK,0.1554,779,1027,395.34,69
82615,PINK MARSHMALLOW SCARF KNITTING KIT,0.1554,779,563,1515.25,78
84968D,S/16 VINTAGE RED CUTLERY,0.1554,779,340,3970.62,60
85116,BLACK CANDELABRA T-LIGHT HOLDER,0.1554,779,1143,1076.66,55
16053,POPART COL BALLPOINT PEN ASST,0.1553,780,2298,122.58,9
20803,SMALL PINK GLASS SUNDAE DISH,0.1553,780,1017,642.45,64
21274,EMBOSSED HEART 3 DRAWER SHELF,0.1553,780,158,2000.1,91
21882,SKULLS TAPE,0.1553,780,921,398.73,72
22032,BOTANICAL LILY GREETING CARD,0.1553,780,903,378.42,74
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,0.1553,780,1115,1165.23,54
22323,PINK POLKADOT KIDS BAG,0.1553,780,558,1360.5,78
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,0.1553,780,752,1688.1,66
23123,COCKTAIL SWORDS 50 PIECES,0.1553,780,893,700.27,70
23338,EGG FRYING PAN RED ,0.1553,780,399,807.84,92
35649,VINTAGE BEAD COSMETIC BAG ,0.1553,780,1776,1195.82,22
84795B,SUNSET CHECK HAMMOCK,0.1553,780,283,2135.85,83
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,0.1553,780,445,2048.05,76
85187,S/12 MINI RABBIT EASTER,0.1553,780,451,724.95,91
21076,SET/20 COLLAGE PAPER NAPKIN ,0.1552,781,758,583.82,76
21440,12 MINI TOADSTOOL PEGS,0.1552,781,463,578.75,90
21825,PAINTED METAL TREE WITH HOLLY BELLS,0.1552,781,719,1023.35,73
23392,SPACEBOY ROCKET LOLLY MAKERS,0.1552,781,563,1115.36,80
23549,WRAP BIRD GARDEN ,0.1552,781,1300,546.0,51
23558,LANDMARK FRAME LONDON BRIDGE ,0.1552,781,410,4604.2,47
51020B,STRIPY DESIGN SHOWER CAP,0.1552,781,1082,487.54,62
84813,SET OF 4 DIAMOND NAPKIN RINGS,0.1552,781,378,2718.52,70
84968E,S/16 VINTAGE BLACK CUTLERY,0.1552,781,311,3631.86,63
85093,CANDY SPOT EGG WARMER HARE,0.1552,781,1041,688.99,61
85130A,BEADED PEARL HEART WHITE LARGE,0.1552,781,656,1080.0,76
85213,MINI  ZINC GARDEN DECORATIONS ,0.1552,781,1269,668.73,50
20622,VIPPASSPORT COVER ,0.1551,782,523,914.18,82
21010,ETCHED GLASS BIRD TREE DECORATION,0.1551,782,794,992.5,69
21222,SET/4 BADGES BEETLES,0.1551,782,530,672.18,85
21426,WOODLAND STORAGE BOX SMALL,0.1551,782,858,1177.2,63
23401,RUSTIC MIRROR WITH LACE HEART,0.1551,782,440,2136.76,73
23452,HEART MINI PORTRAIT FRAME,0.1551,782,509,988.95,82
37413,ICON MUG REVOLUTIONARY,0.1551,782,701,283.71,81
47310M,"SMALL POP BOX,FUNKY MONKEY",0.1551,782,573,673.33,82
51020A,SUMMER FUN DESIGN SHOWER CAP,0.1551,782,1300,461.48,50
72128,COLUMBIAN CANDLE ROUND,0.1551,782,686,397.46,81
72800D,S/4 BLUE DINNER CANDLE SILVER FLOCK,0.1551,782,617,951.75,77
79341,WILLOW BRANCH LIGHTS.,0.1551,782,255,1601.65,88
85226C,BLUE PULL BACK RACING CAR,0.1551,782,952,461.2,67
21016,LIGHT BIRD HOUSE TREE DECORATION,0.155,783,800,537.24,71
21396,RED SPOTTY EGG CUP ,0.155,783,904,1075.28,60
21520,BOOZE & WOMEN GREETING CARD ,0.155,783,888,367.2,69
21545,CERAMIC BIRDHOUSE BUTTERFLY SMALL,0.155,783,676,1521.15,67
21580,RABBIT  DESIGN  COTTON TOTE BAG,0.155,783,355,780.75,90
21814,HEART T-LIGHT HOLDER ,0.155,783,639,924.15,75
22389,PAPERWEIGHT SAVE THE PLANET,0.155,783,524,950.16,81
22827,GIANT SEVENTEEN DRAWER SIDEBOARD,0.155,783,42,6570.0,39
47594B,SCOTTIES DESIGN WASHBAG,0.155,783,290,565.5,96
84843,WHITE SOAP RACK WITH 2 BOTTLES,0.155,783,245,1364.15,89
85098B,BLUE FLYING SINGING CANARY,0.155,783,279,1018.25,91
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,0.155,783,767,1326.8,65
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,0.155,783,567,759.99,81
15058C,ICE CREAM DESIGN GARDEN PARASOL,0.1549,784,409,1939.55,73
16169C,WRAP BLUE REINDEER,0.1549,784,1350,567.0,43
21220,SET/4 BADGES DOGS,0.1549,784,516,658.31,83
21311,SET/4 BIRD MIRROR MAGNETS ,0.1549,784,655,468.28,78
21400,RED PUDDING SPOON,0.1549,784,1015,184.5,64
22290,STANDING METAL RABBIT WITH EGG,0.1549,784,656,1166.1,70
22408,MONEY BOX CONFECTIONERY DESIGN,0.1549,784,589,701.94,79
22446,PIN CUSHION RUSSIAN DOLL PINK,0.1549,784,327,989.09,88
22934,BAKING MOULD EASTER EGG WHITE CHOC,0.1549,784,557,1518.35,70
23412,HEART MIRROR ANTIQUE WHITE,0.1549,784,349,2254.14,73
23559,WOODLAND BUNNIES LOLLY MAKERS,0.1549,784,563,1129.28,75
72800F,4 IVORY DINNER CANDLES GOLD FLOCK,0.1549,784,816,1029.72,64
85008,SET OF 3 CONEY ISLAND OVAL BOXES,0.1549,784,257,951.9,92
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,0.1549,784,1022,1849.0,45
20856,DENIM PATCH PURSE PINK BUTTERFLY,0.1548,785,321,529.65,92
21323,HANGING MEDINA LANTERN LARGE,0.1548,785,701,2188.5,55
21775,DECORATIVE FLORE BATHROOM BOTTLE,0.1548,785,507,593.91,82
21796,SET OF 3 RED STRIPE BASKETS,0.1548,785,323,2769.44,66
21895,POTTING SHED SOW 'N' GROW SET,0.1548,785,525,1523.25,71
22826,LOVE SEAT ANTIQUE WHITE METAL,0.1548,785,54,5692.5,45
23379,PACK OF 12 RED APPLE TISSUES,0.1548,785,1175,428.01,51
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,0.1548,785,536,787.47,79
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,0.1547,786,689,833.89,69
21681,GIANT MEDINA STAMPED METAL BOWL ,0.1547,786,225,2134.35,77
22184,CAKE STAND VICTORIAN FILIGREE LARGE,0.1547,786,250,1474.4,83
23066,SMALL DECO JEWELLERY STAND,0.1547,786,244,1955.4,77
23222,CHRISTMAS TREE HANGING GOLD,0.1547,786,764,680.68,67
23223,CHRISTMAS TREE HANGING SILVER ,0.1547,786,745,670.11,68
23358,HOT STUFF HOT WATER BOTTLE,0.1547,786,525,1678.65,68
35001G,HAND OPEN SHAPE GOLD,0.1547,786,589,1694.13,64
35951,FOLKART BAUBLE CHRISTMAS DECORATION,0.1547,786,1339,671.51,40
35964,FOLKART CLIP ON STARS,0.1547,786,1005,487.53,58
82616B,FRAPPUCINO SCARF KNITTING KIT,0.1547,786,524,783.68,78
20655,QUEEN OF SKIES LUGGAGE TAG,0.1546,787,264,321.02,94
21283,NATURAL BARK CANDLE SMALL,0.1546,787,479,1457.75,70
21427,SKULLS STORAGE BOX SMALL,0.1546,787,425,660.9,82
21662,VINTAGE GLASS COFFEE CADDY,0.1546,787,234,1356.3,83
22324,BLUE POLKADOT KIDS BAG,0.1546,787,535,1299.21,69
22832,SWEETHEART WIRE WALL TIDY,0.1546,787,170,1800.3,82
23491,VINTAGE JINGLE BELLS HEART,0.1546,787,225,1856.25,78
23509,MINI PLAYING CARDS FUN FAIR ,0.1546,787,1040,433.2,55
37461,FUNKY MONKEY MUG,0.1546,787,709,696.65,68
79190A,RETRO PLASTIC 70'S TRAY,0.1546,787,678,284.76,75
82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",0.1546,787,446,557.5,83
84467,ENGLISH ROSE DESIGN QUILTED THROW,0.1546,787,304,4311.2,46
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,0.1546,787,734,833.9,66
85018D,YULETIDE IMAGES S/6 PAPER BOXES,0.1546,787,741,863.25,65
85124B,BLUE JUICY FRUIT PHOTO FRAME,0.1546,787,325,812.55,85
85130B,BEADED CRYSTAL HEART GREEN LARGE,0.1546,787,875,805.05,59
85180A,RED HEARTS LIGHT CHAIN ,0.1546,787,538,1307.78,70
17165B,ASS COL LARGE SAND GECKO P'WEIGHT,0.1545,788,805,746.43,62
20659,ECONOMY LUGGAGE TAG,0.1545,788,287,380.81,91
20735,BLACK MINI TAPE MEASURE ,0.1545,788,824,588.0,63
20854,BLUE PATCH PURSE PINK HEART,0.1545,788,348,556.4,86
21414,SCALLOP SHELL SOAP DISH,0.1545,788,1613,777.3,22
23009,I LOVE LONDON BABY GIFT SET,0.1545,788,209,3262.55,61
23020,GLASS  SONGBIRD STORAGE JAR,0.1545,788,170,2018.35,78
23086,ZINC  STAR T-LIGHT HOLDER ,0.1545,788,1175,1347.79,37
23335,EGG FRYING PAN IVORY ,0.1545,788,346,697.6,84
72800C,S/4 PINK DINNER CANDLE SILVER FLOCK,0.1545,788,646,854.38,68
72819,CUPID DESIGN SCENTED CANDLES,0.1545,788,660,1015.1,66
84218,BOX/12 CHICK & EGG IN BASKET,0.1545,788,253,477.75,92
85055,FRENCH ENAMEL UTENSIL HOLDER,0.1545,788,316,1130.6,80
17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",0.1544,789,306,780.3,84
20615,BLUE SPOTTY PASSPORT COVER,0.1544,789,458,585.04,79
21146,ANTIQUE GLASS RIDGED HANGING BALL,0.1544,789,773,1449.75,53
21562,HAWAIIAN GRASS SKIRT ,0.1544,789,664,926.71,64
21661,VINTAGE GLASS TEA CADDY,0.1544,789,213,1243.85,83
23315,IVORY REFECTORY CLOCK,0.1544,789,190,1796.9,77
23470,CARD HOLDER LOVE BIRD LARGE ,0.1544,789,208,1252.7,83
35965,FOLKART HEART NAPKIN RINGS,0.1544,789,351,694.41,83
84596J,MIXED NUTS LIGHT GREEN BOWL,0.1544,789,670,456.53,69
84678,CLASSICAL ROSE SMALL VASE,0.1544,789,531,966.65,70
17109D,FLOWER FAIRY INCENSE BOUQUET,0.1543,790,1252,583.18,38
20617,FIRST CLASS PASSPORT COVER ,0.1543,790,452,863.88,74
20654,FIRST CLASS LUGGAGE TAG ,0.1543,790,339,414.63,85
21202,DOLLY HONEYCOMB GARLAND,0.1543,790,763,901.35,59
21815, STAR  T-LIGHT HOLDER ,0.1543,790,611,883.55,66
22038,BOTANICAL LAVENDER GIFT WRAP ,0.1543,790,1150,481.0,45
22510,DOORSTOP RUSSIAN DOLL GINGHAM,0.1543,790,308,766.36,82
22643,SET OF 4 NAPKIN CHARMS LEAVES   ,0.1543,790,405,882.99,76
84466,TOP SECRET PEN SET,0.1543,790,813,839.85,57
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,0.1543,790,673,767.35,65
84926E,FLOWERS TILE COASTER,0.1543,790,1077,461.63,48
85017A,ENVELOPE 50 ROMANTIC IMAGES,0.1543,790,924,599.64,54
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,0.1543,790,521,830.85,71
85218,S/5 MINI ICE CREAM FRIDGE MAGNETS,0.1543,790,1989,620.85,3
21359,RELAX LARGE WOOD LETTERS,0.1542,791,198,1874.1,73
21690,SILVER  CANDLEPOT JARDIN ,0.1542,791,248,929.2,81
21694,SMALL REGAL  SILVER CANDLEPOT ,0.1542,791,540,1516.2,61
22541,MINI JIGSAW LEAP FROG,0.1542,791,1192,471.56,41
22981,PANTRY APPLE CORER,0.1542,791,429,593.25,77
23088,ZINC HEART FLOWER T-LIGHT HOLDER,0.1542,791,760,947.18,57
23094,LE GRAND TRAY CHIC SET,0.1542,791,145,1812.5,76
23391, I LOVE LONDON MINI BACKPACK,0.1542,791,360,1454.0,70
79072,TEATIME CAKE TIN WITH HANDLE,0.1542,791,215,2019.25,71
79190D,RETRO PLASTIC DAISY TRAY,0.1542,791,570,239.4,74
82605,OLD DOC.RUSSEL METAL SIGN,0.1542,791,218,457.8,88
84673B,BLUE FLY SWAT,0.1542,791,419,298.81,81
84847,FLORAL BATHROOM SET,0.1542,791,1199,674.73,38
84993B,75 BLACK PETIT FOUR CASES,0.1542,791,521,218.82,77
85162C,WHITE RETRODISC LAMPSHADE,0.1542,791,898,1775.1,41
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET ,0.1541,792,777,747.25,56
20840,FRENCH FLORAL CUSHION COVER ,0.1541,792,594,804.98,64
21476,STEEL SWEETHEART ROUND TABLE CREAM,0.1541,792,125,1834.1,76
21836,GINGHAM OVEN GLOVE RED HEART ,0.1541,792,221,828.75,82
21839,MUMMY MOUSE RED GINGHAM RIBBON,0.1541,792,196,1047.2,82
22935,BAKING MOULD ROSE MILK CHOCOLATE,0.1541,792,601,1766.25,53
23033,DRAWER KNOB CERAMIC RED,0.1541,792,679,943.75,59
23224,CHERUB HEART DECORATION GOLD,0.1541,792,705,608.83,61
35962,12 ASS ZINC CHRISTMAS DECORATIONS,0.1541,792,519,1089.9,65
44234,ASSORTED CIRCULAR MOBILE,0.1541,792,1154,221.46,45
47594A,CAROUSEL DESIGN WASHBAG,0.1541,792,257,501.15,85
48195,DOOR MAT GREEN PAISLEY ,0.1541,792,249,1382.11,75
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",0.1541,792,504,430.8,73
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,0.154,793,427,975.9,70
20950,SET/6  ANGEL T-LIGHTS WHITE/GOLD,0.154,793,652,282.97,66
22102,MIRROR MOSAIC T-LIGHT HOLDER ,0.154,793,1017,742.05,43
22786,PILLOWCUSHION COVER PINK UNION JACK,0.154,793,214,1207.34,77
23067,HANGING ENGRAVED METAL HEART,0.154,793,274,1137.1,75
23087,ZINC  HEART T-LIGHT HOLDER,0.154,793,815,978.43,50
23153,ZINC SWEETHEART WIRE LETTER RACK,0.154,793,244,908.63,79
23513,EMBROIDERED RIBBON REEL SUSIE ,0.154,793,550,1060.48,63
35004G,SET OF 3 GOLD FLYING DUCKS,0.154,793,339,1255.62,70
35598B,BLACK CHRISTMAS TREE 60CM,0.154,793,919,792.85,48
35967,FOLK ART METAL STAR T-LIGHT HOLDER,0.154,793,785,309.7,60
47570,ENGLISH ROSE TABLE CLOTH,0.154,793,207,2096.55,67
72131,COLUMBIAN CANDLE RECTANGLE,0.154,793,730,657.18,58
85014C,BLUE/BROWN DOTS RUFFLED UMBRELLA,0.154,793,347,1591.85,66
85084,HOLLY TOP CHRISTMAS STOCKING,0.154,793,605,554.57,65
85130C,BEADED CRYSTAL HEART BLUE  LARGE,0.154,793,650,707.86,62
85167B,BLACK GRAND BAROQUE PHOTO FRAME,0.154,793,684,1358.4,53
21040,MODERN VINTAGE COTTON SHOPPING BAG,0.1539,794,855,1011.45,47
21458,2 PICTURE BOOK EGGS EASTER BUNNY,0.1539,794,718,732.5,57
22101,MIRROR MOSAIC VOTIVE HOLDER,0.1539,794,763,886.26,52
22182,CAKE STAND VICTORIAN FILIGREE SMALL,0.1539,794,355,1209.25,68
23515,EMBROIDERED RIBBON REEL DAISY ,0.1539,794,558,1075.38,60
23548,WRAP MAGIC FOREST ,0.1539,794,1075,451.5,43
23691,KEEP CALM BIRTHDAY WRAP,0.1539,794,1175,481.5,38
37482P,CUBIC MUG PINK POLKA DOT,0.1539,794,636,621.72,62
84791,GINGHAM HEART DECORATION,0.1539,794,290,845.9,76
84849A,HELLO SAILOR BLUE SOAP HOLDER,0.1539,794,407,661.91,72
84989B,75 BLACK FAIRY CAKE CASES,0.1539,794,985,479.35,46
85144,JARDIN ETCHED GLASS BUTTER DISH,0.1539,794,285,1032.35,74
21065,BOOM BOX SPEAKER GIRLS,0.1538,795,510,975.9,62
21317,GLASS SPHERE CANDLE STAND MEDIUM,0.1538,795,326,1165.4,69
22104,MIRROR MOSAIC CANDLE PLATE,0.1538,795,1026,694.26,41
22183,CAKE STAND VICTORIAN FILIGREE MED,0.1538,795,273,1381.85,69
23181,BULL DOG BOTTLE TOP WALL CLOCK,0.1538,795,181,1451.25,73
23398,HANGING HEART BONHEUR,0.1538,795,586,494.98,64
23418,LAVENDER TOILETTE BOTTLE,0.1538,795,533,1066.88,60
23444,Next Day Carriage,0.1538,795,78,1185.0,80
37444A,YELLOW BREAKFAST CUP AND SAUCER,0.1538,795,1375,260.17,28
84016,FLAG OF ST GEORGE CAR FLAG,0.1538,795,924,367.08,49
84249D,FAIRY CAKE GREETINGS CARD,0.1538,795,785,325.38,57
84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,0.1538,795,607,495.79,63
84659A,WHITE TRAVEL ALARM CLOCK,0.1538,795,308,758.01,75
84673A,PINK FLY SWAT,0.1538,795,456,273.36,73
84795D,SEASIDE STRIPE HAMMOCK,0.1538,795,178,1380.1,74
85124A,PINK JUICY FRUIT PHOTO FRAME,0.1538,795,331,823.35,73
